Ensembl Protein ID	HGNC symbol
ENSP00000351211	OR6C6
ENSP00000351214	TOMM7
ENSP00000351221	ARMC8
ENSP00000351244	VN1R2
ENSP00000351248	C16orf47
ENSP00000351250	TRIM33
ENSP00000351255	STAT4
ENSP00000351259	FAM21B
ENSP00000351273	CASP8
ENSP00000351280	ZNF429
ENSP00000351284	RAD52
ENSP00000351310	COL6A6
ENSP00000351314	PSMB10
ENSP00000351318	PLEKHG1
ENSP00000351325	PATE2
ENSP00000351327	AKAP4
ENSP00000351333	ARHGAP19
ENSP00000351342	PTPN5
ENSP00000351345	FAM150A
ENSP00000351346	VPS13B
ENSP00000351352	SIPA1L1
ENSP00000351363	MSMB
ENSP00000351379	PFN3
ENSP00000351380	TMA16
ENSP00000351391	ZNF781
ENSP00000351392	GOLGA6L20
ENSP00000351395	SCGB1D4
ENSP00000351407	ARNT
ENSP00000351409	CELF1
ENSP00000351410	PRKAR1A
ENSP00000351416	ANKRD17
ENSP00000351422	C19orf60
ENSP00000351430	GYPE
ENSP00000351446	WDR5
ENSP00000351466	OR5AC2
ENSP00000351473	GIMAP5
ENSP00000351482	ZNF707
ENSP00000351484	NAALADL1
ENSP00000351486	NTRK1
ENSP00000351490	MAX
ENSP00000351492	UBL5
ENSP00000351497	FCGR2B
ENSP00000351503	SPATS2L
ENSP00000351506	MRPL42
ENSP00000351519	OR2J2
ENSP00000351520	ENTPD4
ENSP00000351524	HELZ
ENSP00000351530	ZXDA
ENSP00000351536	QSOX2
ENSP00000351539	ZBTB18
ENSP00000351552	GATAD2A
ENSP00000351575	BDP1
ENSP00000351589	HIST1H2AI
ENSP00000351593	SMTN
ENSP00000351596	TTC37
ENSP00000351598	
ENSP00000351602	FUT4
ENSP00000351605	FZD6
ENSP00000351608	PRRT2
ENSP00000351614	SYN3
ENSP00000351618	PARD3B
ENSP00000351625	
ENSP00000351631	FAM76B
ENSP00000351632	FAM3D
ENSP00000351642	BCAS4
ENSP00000351644	GTPBP3
ENSP00000351653	
ENSP00000351664	MICAL1
ENSP00000351665	CLIP1
ENSP00000351669	MANEA
ENSP00000351671	CCL20
ENSP00000351682	CNDP1
ENSP00000351684	CAMSAP2
ENSP00000351686	PRDM10
ENSP00000351695	PNLIPRP1
ENSP00000351697	REV3L
ENSP00000351706	GK2
ENSP00000351717	ABCB8
ENSP00000351727	CCER1
ENSP00000351732	TMC2
ENSP00000351740	FAM114A1
ENSP00000351755	LPAR1
ENSP00000351767	COL20A1
ENSP00000351769	DUS2
ENSP00000351770	FHAD1
ENSP00000351777	VCP
ENSP00000351783	FAM222A
ENSP00000351789	PELI1
ENSP00000351790	MYPN
ENSP00000351811	EDC4
ENSP00000351813	MARCH5
ENSP00000351832	RAB3GAP2
ENSP00000351856	POTEC
ENSP00000351875	ANKRD30B
ENSP00000351883	ZSCAN5B
ENSP00000351884	SPANXC
ENSP00000351885	PPP2R4
ENSP00000351894	NCOA6
ENSP00000351896	TRAPPC4
ENSP00000351901	CARD8
ENSP00000351905	TGFBR2
ENSP00000351908	MAP3K5
ENSP00000351926	AP2A1
ENSP00000351933	KLHL9
ENSP00000351937	C17orf80
ENSP00000351939	ZNF574
ENSP00000351947	SMARCAD1
ENSP00000351957	PDE3A
ENSP00000351967	C9orf169
ENSP00000351981	SGMS2
ENSP00000351989	SFTA2
ENSP00000351997	MAP2K6
ENSP00000352011	CACNA1G
ENSP00000352021	NOL12
ENSP00000352028	SH3RF2
ENSP00000352035	KCNQ2
ENSP00000352047	GULP1
ENSP00000352064	KLRC1
ENSP00000352071	CD163
ENSP00000352097	SPTSSB
ENSP00000352101	ANXA8L1
ENSP00000352111	GOLGA8A
ENSP00000352119	HIST1H2AG
ENSP00000352121	PIK3CG
ENSP00000352137	DNTTIP2
ENSP00000352138	KIRREL
ENSP00000352144	B4GALT4
ENSP00000352148	S100A5
ENSP00000352157	MAPK10
ENSP00000352162	ELAVL3
ENSP00000352163	LYPD2
ENSP00000352167	SLC25A29
ENSP00000352172	VSIG10
ENSP00000352173	PLAC1
ENSP00000352175	SNX11
ENSP00000352177	ADAM29
ENSP00000352182	FAM86C1
ENSP00000352185	PHF2
ENSP00000352208	MYOF
ENSP00000352216	SLC2A10
ENSP00000352219	BCS1L
ENSP00000352222	CTPS2
ENSP00000352233	ZNF705A
ENSP00000352248	ANXA10
ENSP00000352252	HIST1H3J
ENSP00000352257	XRCC6
ENSP00000352264	CD2AP
ENSP00000352265	TPGS1
ENSP00000352268	AADACL3
ENSP00000352270	CMTM5
ENSP00000352271	XRCC2
ENSP00000352272	MYOZ1
ENSP00000352273	DIO3
ENSP00000352282	KLHDC1
ENSP00000352284	TMEM139
ENSP00000352288	PLXNB2
ENSP00000352295	CGB2
ENSP00000352305	OR51A7
ENSP00000352308	DDX42
ENSP00000352312	DNAH8
ENSP00000352314	KLHL14
ENSP00000352319	ARSF
ENSP00000352324	ATXN3
ENSP00000352336	PLCG2
ENSP00000352358	TRPV6
ENSP00000352400	NUP214
ENSP00000352401	RPE
ENSP00000352408	BABAM1
ENSP00000352413	TMC3
ENSP00000352414	FGF17
ENSP00000352425	WASF1
ENSP00000352427	RGR
ENSP00000352438	PCBP2
ENSP00000352442	HIST1H2BM
ENSP00000352444	ZNF33B
ENSP00000352447	C1orf116
ENSP00000352455	MFAP5
ENSP00000352456	SLC33A1
ENSP00000352458	PLGLB2
ENSP00000352463	TCF20
ENSP00000352497	SLC25A44
ENSP00000352510	TECPR2
ENSP00000352513	MPZL1
ENSP00000352514	RUNX2
ENSP00000352516	DNMT1
ENSP00000352522	ATP6V1H
ENSP00000352527	KCNK5
ENSP00000352540	EMP2
ENSP00000352544	CPLX2
ENSP00000352547	GPAT2
ENSP00000352561	CALCR
ENSP00000352565	HAND2
ENSP00000352572	PCNT
ENSP00000352575	INPP5D
ENSP00000352581	CLASP2
ENSP00000352584	AKR1B10
ENSP00000352601	LRP10
ENSP00000352603	AP4M1
ENSP00000352604	OR2T3
ENSP00000352606	HAPLN3
ENSP00000352608	RYR1
ENSP00000352614	ZSWIM5
ENSP00000352626	OR6K2
ENSP00000352627	HIST1H2AM
ENSP00000352639	CELA2A
ENSP00000352645	TYW1
ENSP00000352655	SLC39A10
ENSP00000352657	ME3
ENSP00000352665	ATP2C1
ENSP00000352668	RBM12
ENSP00000352671	OSCAR
ENSP00000352672	PGLYRP4
ENSP00000352673	ELF3
ENSP00000352676	ZRANB1
ENSP00000352678	SUPV3L1
ENSP00000352702	SLC6A12
ENSP00000352704	C20orf112
ENSP00000352706	HIBCH
ENSP00000352708	TRAPPC2
ENSP00000352710	OR2M2
ENSP00000352712	DACH1
ENSP00000352717	OR13G1
ENSP00000352721	DNM2
ENSP00000352734	RNF217
ENSP00000352738	G3BP2
ENSP00000352770	ZNF138
ENSP00000352782	PHOSPHO2
ENSP00000352785	DSG4
ENSP00000352798	COL18A1
ENSP00000352802	WIPF1
ENSP00000352820	WDSUB1
ENSP00000352821	ZDHHC14
ENSP00000352833	PTPN22
ENSP00000352834	MYO1C
ENSP00000352835	MB
ENSP00000352836	ZNF675
ENSP00000352839	NPSR1
ENSP00000352841	CEP57L1
ENSP00000352842	PFKM
ENSP00000352846	ZNF808
ENSP00000352849	SIRPB2
ENSP00000352852	MDK
ENSP00000352900	RXRG
ENSP00000352904	NT5C1B
ENSP00000352911	NUDT16
ENSP00000352918	ARPC5
ENSP00000352920	ZMYM1
ENSP00000352926	TEAD4
ENSP00000352927	SOGA2
ENSP00000352928	DDA1
ENSP00000352929	CSNK1E
ENSP00000352936	SPINK5
ENSP00000352941	KCTD18
ENSP00000352955	FAM3A
ENSP00000352956	RBM23
ENSP00000352962	
ENSP00000352976	AMZ2
ENSP00000352980	HIST1H4A
ENSP00000352992	ART5
ENSP00000352995	ARHGEF18
ENSP00000353007	SULF2
ENSP00000353010	ATG2B
ENSP00000353013	CLEC14A
ENSP00000353025	FAM3C
ENSP00000353028	C17orf104
ENSP00000353030	PTPRF
ENSP00000353044	OR2L3
ENSP00000353048	CCT8L2
ENSP00000353058	ZNF517
ENSP00000353059	APAF1
ENSP00000353072	ATP2A3
ENSP00000353073	CLN3
ENSP00000353074	HIST1H2BF
ENSP00000353078	NRAP
ENSP00000353093	TCEAL8
ENSP00000353094	SDF4
ENSP00000353098	MCMBP
ENSP00000353099	HLA-DRB1
ENSP00000353104	DHDDS
ENSP00000353114	AHNAK2
ENSP00000353128	DCAF12L2
ENSP00000353129	KCTD8
ENSP00000353132	DMBX1
ENSP00000353142	GAL3ST4
ENSP00000353151	HOXA4
ENSP00000353154	NFASC
ENSP00000353157	SEPT2
ENSP00000353165	TPK1
ENSP00000353198	PYY
ENSP00000353199	CMTM3
ENSP00000353203	LCE1B
ENSP00000353210	ARL9
ENSP00000353219	NFIX
ENSP00000353224	TFRC
ENSP00000353238	SPN
ENSP00000353245	C17orf97
ENSP00000353246	MAK16
ENSP00000353249	AGBL5
ENSP00000353259	CD300A
ENSP00000353270	ERGIC2
ENSP00000353295	CBWD3
ENSP00000353321	FAM118B
ENSP00000353331	KIRREL2
ENSP00000353332	RTEL1
ENSP00000353343	OR52M1
ENSP00000353344	ETS2
ENSP00000353346	LHFPL5
ENSP00000353362	CACNA1A
ENSP00000353373	CUEDC1
ENSP00000353375	MAP4
ENSP00000353393	F8
ENSP00000353408	MSN
ENSP00000353415	PRKAR1B
ENSP00000353422	VPS13A
ENSP00000353440	SEZ6
ENSP00000353444	RAB5B
ENSP00000353452	MYLK
ENSP00000353458	BAZ1A
ENSP00000353462	CASS4
ENSP00000353470	C20orf96
ENSP00000353472	HLA-G
ENSP00000353475	CLDN7
ENSP00000353483	MAPK8
ENSP00000353491	ZNF460
ENSP00000353500	CLEC4C
ENSP00000353508	MAP2
ENSP00000353512	PARP9
ENSP00000353515	ZNF461
ENSP00000353516	OR2W3
ENSP00000353518	ANKS1A
ENSP00000353537	OR5B21
ENSP00000353538	LRRCC1
ENSP00000353542	SPRR2D
ENSP00000353557	SLC35F1
ENSP00000353564	EXOC8
ENSP00000353575	EIF2B3
ENSP00000353581	HIST1H3E
ENSP00000353582	NRP2
ENSP00000353586	ZNF280B
ENSP00000353608	DSC3
ENSP00000353622	SIN3A
ENSP00000353624	HIST1H4E
ENSP00000353631	SYTL3
ENSP00000353634	MPZ
ENSP00000353646	PLEKHG4
ENSP00000353650	FABP12
ENSP00000353652	ZNF528
ENSP00000353654	COL4A2
ENSP00000353655	MAN2A2
ENSP00000353656	CDH4
ENSP00000353660	PEA15
ENSP00000353670	SPOCD1
ENSP00000353677	SLC17A2
ENSP00000353679	MME
ENSP00000353695	GSTCD
ENSP00000353698	CNPPD1
ENSP00000353699	WDR72
ENSP00000353701	DPP3
ENSP00000353706	CDC42SE2
ENSP00000353717	CCDC144A
ENSP00000353720	CES1
ENSP00000353731	DPP4
ENSP00000353732	CLIP3
ENSP00000353735	TOPORS
ENSP00000353739	PCMTD1
ENSP00000353741	ETF1
ENSP00000353742	KRTAP26-1
ENSP00000353767	MMP17
ENSP00000353769	SCAF1
ENSP00000353785	TPPP
ENSP00000353793	WDHD1
ENSP00000353794	FBXL22
ENSP00000353796	ANKRD53
ENSP00000353804	ACSS2
ENSP00000353820	CYP2D6
ENSP00000353824	PIM3
ENSP00000353826	LONP1
ENSP00000353847	WWTR1
ENSP00000353854	C15orf39
ENSP00000353863	ZNF148
ENSP00000353864	PAK3
ENSP00000353868	PCED1A
ENSP00000353874	TLR9
ENSP00000353887	FAM153A
ENSP00000353893	LGALS14
ENSP00000353904	CSNK1G3
ENSP00000353910	FUT8
ENSP00000353915	HTR4
ENSP00000353920	ADARB1
ENSP00000353940	PMEL
ENSP00000353942	CCDC135
ENSP00000353957	ZNF567
ENSP00000353971	TTI2
ENSP00000353988	OR10A3
ENSP00000353998	VKORC1L1
ENSP00000354001	KRTAP12-2
ENSP00000354003	GYPA
ENSP00000354006	TRPM6
ENSP00000354028	CYB561
ENSP00000354032	BSCL2
ENSP00000354033	PCGF2
ENSP00000354039	UBAP2
ENSP00000354040	GTPBP4
ENSP00000354045	RRBP1
ENSP00000354053	GLT8D2
ENSP00000354061	SCYL2
ENSP00000354070	FAM177B
ENSP00000354080	SCUBE1
ENSP00000354086	MRPL37
ENSP00000354107	SLC6A6
ENSP00000354109	RGS22
ENSP00000354111	DNAJC5
ENSP00000354119	LAT
ENSP00000354125	EIF3B
ENSP00000354130	SOX10
ENSP00000354158	ERC1
ENSP00000354159	NLRC4
ENSP00000354168	TSSK6
ENSP00000354193	AOC1
ENSP00000354201	UBE2Z
ENSP00000354204	TOMM20L
ENSP00000354206	ZNF219
ENSP00000354207	NTRK3
ENSP00000354213	HS3ST3B1
ENSP00000354218	PPP1R13L
ENSP00000354219	TPM2
ENSP00000354223	MPC1
ENSP00000354227	C11orf80
ENSP00000354238	ENPP1
ENSP00000354251	NCKAP1
ENSP00000354255	CPZ
ENSP00000354270	FAM107A
ENSP00000354280	PRSS3
ENSP00000354293	PCDHB16
ENSP00000354294	CTRB1
ENSP00000354313	GRAMD4
ENSP00000354332	PLEKHS1
ENSP00000354335	MPEG1
ENSP00000354340	UBA3
ENSP00000354341	MEPE
ENSP00000354346	MATR3
ENSP00000354347	GFPT1
ENSP00000354360	LAMC3
ENSP00000354361	RFWD3
ENSP00000354376	RAB25
ENSP00000354387	NMRK1
ENSP00000354394	STAT1
ENSP00000354398	CYTH1
ENSP00000354412	SLFN12L
ENSP00000354414	ZNF627
ENSP00000354416	CCL28
ENSP00000354421	FICD
ENSP00000354432	ANKRD30A
ENSP00000354441	TMEM184B
ENSP00000354451	IQGAP3
ENSP00000354453	ZFP2
ENSP00000354458	C8A
ENSP00000354461	FAM109A
ENSP00000354476	SREBF2
ENSP00000354478	DLX1
ENSP00000354481	BRINP2
ENSP00000354486	GOLGA4
ENSP00000354490	ATP1A2
ENSP00000354497	FAN1
ENSP00000354498	PHLDB1
ENSP00000354499	MT-CO1
ENSP00000354501	ZNF277
ENSP00000354511	COMT
ENSP00000354518	ZNF830
ENSP00000354519	INPP5F
ENSP00000354522	TOP1
ENSP00000354525	MRPL24
ENSP00000354526	L3MBTL3
ENSP00000354532	PNP
ENSP00000354536	ASTN1
ENSP00000354541	NLGN1
ENSP00000354543	TSC22D2
ENSP00000354553	C1orf85
ENSP00000354554	MT-CYB
ENSP00000354558	MTOR
ENSP00000354560	KIFAP3
ENSP00000354566	CD3E
ENSP00000354568	BRDT
ENSP00000354571	RNF121
ENSP00000354574	SLC9B2
ENSP00000354575	LSR
ENSP00000354580	MRPL21
ENSP00000354581	GPX6
ENSP00000354583	MFAP3L
ENSP00000354586	GLI2
ENSP00000354588	TEAD1
ENSP00000354590	SFT2D1
ENSP00000354597	DENND4B
ENSP00000354603	GAGE12B
ENSP00000354607	FZD5
ENSP00000354608	PPT2
ENSP00000354609	CNKSR1
ENSP00000354612	PTGS1
ENSP00000354620	FOXJ3
ENSP00000354621	SMURF1
ENSP00000354622	RUNDC1
ENSP00000354623	DFNB31
ENSP00000354632	MT-ATP6
ENSP00000354633	TAF11
ENSP00000354643	DIO1
ENSP00000354645	GPATCH3
ENSP00000354649	MAGT1
ENSP00000354652	NPY1R
ENSP00000354660	MAGEC2
ENSP00000354663	ZNF438
ENSP00000354665	MT-ND6
ENSP00000354671	MAST2
ENSP00000354673	CNOT4
ENSP00000354675	BHLHB9
ENSP00000354676	OSTC
ENSP00000354677	GPX7
ENSP00000354680	ZNF266
ENSP00000354681	OPA1
ENSP00000354686	ZNF652
ENSP00000354687	MT-ND1
ENSP00000354688	FAM45A
ENSP00000354689	SLC39A13
ENSP00000354691	FCRL5
ENSP00000354694	ZNF485
ENSP00000354707	OR10Z1
ENSP00000354708	ARMCX6
ENSP00000354718	AKAP13
ENSP00000354720	SMC3
ENSP00000354721	SLC26A1
ENSP00000354722	EIF1AY
ENSP00000354723	H2BFWT
ENSP00000354724	PCGF3
ENSP00000354728	MT-ND4L
ENSP00000354730	CHAMP1
ENSP00000354733	SBNO2
ENSP00000354734	WISP3
ENSP00000354737	ECI2
ENSP00000354739	RPL12
ENSP00000354742	IPO9
ENSP00000354753	LDLRAD4
ENSP00000354762	COA3
ENSP00000354772	MVB12B
ENSP00000354774	SPRYD7
ENSP00000354775	PJA2
ENSP00000354777	TBKBP1
ENSP00000354778	CNTNAP2
ENSP00000354782	CD247
ENSP00000354791	DCTN1
ENSP00000354794	ZNF521
ENSP00000354800	OR5D13
ENSP00000354805	LRMP
ENSP00000354812	C9orf114
ENSP00000354813	MT-ND5
ENSP00000354814	FAM63A
ENSP00000354822	XAF1
ENSP00000354826	CALD1
ENSP00000354829	SGMS1
ENSP00000354830	DDIT4L
ENSP00000354834	PNMA5
ENSP00000354841	ABHD14B
ENSP00000354842	TOX
ENSP00000354848	KIAA1279
ENSP00000354849	MYBPC1
ENSP00000354850	MGEA5
ENSP00000354851	KIF21A
ENSP00000354856	CLK2
ENSP00000354859	DRD2
ENSP00000354869	GATSL1
ENSP00000354871	PPEF1
ENSP00000354874	C17orf47
ENSP00000354876	MT-CO2
ENSP00000354877	ULK2
ENSP00000354883	UBL7
ENSP00000354884	RASSF9
ENSP00000354886	SLC25A47
ENSP00000354888	CCDC152
ENSP00000354891	FAM163A
ENSP00000354895	IFT140
ENSP00000354900	GJB1
ENSP00000354901	CXCL9
ENSP00000354911	TIFA
ENSP00000354912	MAGEE1
ENSP00000354916	CDC14A
ENSP00000354919	VEPH1
ENSP00000354920	METTL13
ENSP00000354923	DMD
ENSP00000354927	MAP3K3
ENSP00000354929	NOTCH2NL
ENSP00000354932	TLR1
ENSP00000354947	CAPZA2
ENSP00000354950	PCDH15
ENSP00000354951	QKI
ENSP00000354957	SMC5
ENSP00000354958	FAM189B
ENSP00000354960	COLGALT2
ENSP00000354961	MT-ND4
ENSP00000354963	RASGEF1C
ENSP00000354964	ZNF318
ENSP00000354966	SLC9A8
ENSP00000354968	SSBP3-AS1
ENSP00000354972	NAA35
ENSP00000354977	LTN1
ENSP00000354982	MT-CO3
ENSP00000354991	ALPK2
ENSP00000354995	ABCG1
ENSP00000355001	POU3F3
ENSP00000355010	IGSF1
ENSP00000355011	ILF2
ENSP00000355013	CTR9
ENSP00000355014	PJA1
ENSP00000355022	C16orf59
ENSP00000355026	ARHGEF15
ENSP00000355028	DZIP3
ENSP00000355031	PER3
ENSP00000355045	FAM179B
ENSP00000355046	MT-ND2
ENSP00000355050	CTNNBL1
ENSP00000355051	TAF13
ENSP00000355060	ARHGEF10L
ENSP00000355064	SHISA4
ENSP00000355069	PAX2
ENSP00000355077	NSMCE1
ENSP00000355082	PCDH18
ENSP00000355084	MSRB1
ENSP00000355086	DARS2
ENSP00000355089	CELF4
ENSP00000355090	ARHGAP11A
ENSP00000355109	SFMBT2
ENSP00000355110	SMOC1
ENSP00000355114	DCAF12
ENSP00000355119	TGIF2LX
ENSP00000355121	ITPRIPL1
ENSP00000355124	KRT19
ENSP00000355126	EGFL6
ENSP00000355133	NOS1AP
ENSP00000355136	SORBS1
ENSP00000355140	HOXB1
ENSP00000355141	SEPN1
ENSP00000355145	PRMT6
ENSP00000355146	GPRASP1
ENSP00000355153	CDKN2A
ENSP00000355155	GRIN3A
ENSP00000355156	SUCNR1
ENSP00000355157	FCRL2
ENSP00000355162	TIGD4
ENSP00000355166	LRRC10
ENSP00000355167	HORMAD1
ENSP00000355173	ATG9A
ENSP00000355177	RUSC2
ENSP00000355180	COL6A1
ENSP00000355185	DCLRE1A
ENSP00000355187	LRRTM3
ENSP00000355190	NFE2L1
ENSP00000355192	CACNA1S
ENSP00000355195	ASB12
ENSP00000355198	MAGEB3
ENSP00000355204	FAM110B
ENSP00000355205	INO80
ENSP00000355206	MT-ND3
ENSP00000355208	TPTE
ENSP00000355211	GPALPP1
ENSP00000355217	SNX6
ENSP00000355228	HMGN2
ENSP00000355231	BECN1
ENSP00000355237	CDC42BPB
ENSP00000355241	C19orf45
ENSP00000355245	PAX9
ENSP00000355249	E2F2
ENSP00000355250	KIAA0753
ENSP00000355251	ZNF511
ENSP00000355260	PPP1R14C
ENSP00000355261	SMG5
ENSP00000355264	FAM111A
ENSP00000355265	MT-ATP8
ENSP00000355273	ST6GAL2
ENSP00000355279	CNOT7
ENSP00000355296	LDB3
ENSP00000355299	TSEN15
ENSP00000355302	KRTAP1-5
ENSP00000355304	MOK
ENSP00000355306	C1orf174
ENSP00000355308	PTPLA
ENSP00000355315	RPL39
ENSP00000355316	GRM3
ENSP00000355317	WDTC1
ENSP00000355319	CIPC
ENSP00000355323	TEX28
ENSP00000355325	PSMB5
ENSP00000355330	TGM2
ENSP00000355338	TBCK
ENSP00000355340	APOBEC3C
ENSP00000355343	UBAP2L
ENSP00000355353	SLC34A3
ENSP00000355354	SOX15
ENSP00000355361	CD47
ENSP00000355370	CNTF
ENSP00000355377	AKR7A3
ENSP00000355378	PLXNB3
ENSP00000355384	SLC26A11
ENSP00000355385	R3HDM4
ENSP00000355388	MPHOSPH8
ENSP00000355396	LRIG2
ENSP00000355398	CTNNA2
ENSP00000355419	PCDH11Y
ENSP00000355421	GAGE2A
ENSP00000355428	SH3BP5L
ENSP00000355429	OR2T5
ENSP00000355430	OR2T1
ENSP00000355431	OR2T4
ENSP00000355432	OR2M5
ENSP00000355435	OR2L2
ENSP00000355436	OR2AK2
ENSP00000355437	TRIM58
ENSP00000355441	OR14A2
ENSP00000355443	OR2C3
ENSP00000355444	GCSAML
ENSP00000355459	ZNF670
ENSP00000355467	SCCPDH
ENSP00000355470	CNST
ENSP00000355471	TFB2M
ENSP00000355480	EFCAB2
ENSP00000355492	C1orf101
ENSP00000355493	ADSS
ENSP00000355499	SDCCAG8
ENSP00000355503	PLD5
ENSP00000355511	CHML
ENSP00000355512	OPN3
ENSP00000355517	KMO
ENSP00000355518	FH
ENSP00000355520	RGS7
ENSP00000355529	ZP4
ENSP00000355533	RYR2
ENSP00000355536	MTR
ENSP00000355537	ACTN2
ENSP00000355541	HEATR1
ENSP00000355551	GPR137B
ENSP00000355556	GNG4
ENSP00000355559	B3GALNT2
ENSP00000355560	TBCE
ENSP00000355565	RBM34
ENSP00000355566	TOMM20
ENSP00000355568	IRF2BP2
ENSP00000355572	COA6
ENSP00000355577	SLC35F3
ENSP00000355580	KCNK1
ENSP00000355583	
ENSP00000355587	NTPCR
ENSP00000355596	DISC1
ENSP00000355599	TSNAX
ENSP00000355601	EGLN1
ENSP00000355607	GNPAT
ENSP00000355609	C1orf131
ENSP00000355614	FAM89A
ENSP00000355621	TTC13
ENSP00000355623	C1orf198
ENSP00000355627	AGT
ENSP00000355629	COG2
ENSP00000355632	GALNT2
ENSP00000355637	ABCB10
ENSP00000355645	ACTA1
ENSP00000355649	SPHAR
ENSP00000355651	RAB4A
ENSP00000355652	RHOU
ENSP00000355656	HIST3H2A
ENSP00000355657	HIST3H3
ENSP00000355672	IBA57
ENSP00000355675	GJC2
ENSP00000355692	MRPL55
ENSP00000355718	DLL1
ENSP00000355719	PRSS38
ENSP00000355720	JMJD4
ENSP00000355721	SNAP47
ENSP00000355731	CDC42BPA
ENSP00000355735	ERMARD
ENSP00000355736	TCTE3
ENSP00000355739	ADCK3
ENSP00000355747	PSEN2
ENSP00000355751	THBS2
ENSP00000355752	C1orf95
ENSP00000355759	PARP1
ENSP00000355760	DACT2
ENSP00000355775	MIXL1
ENSP00000355777	ACBD3
ENSP00000355778	H3F3A
ENSP00000355785	LEFTY2
ENSP00000355787	C6orf123
ENSP00000355797	TCP10L2
ENSP00000355799	GPR31
ENSP00000355800	TMEM63A
ENSP00000355809	ENAH
ENSP00000355810	
ENSP00000355812	FGFR1OP
ENSP00000355827	FBXO28
ENSP00000355840	C1orf65
ENSP00000355865	PARK2
ENSP00000355866	DUSP10
ENSP00000355870	HLX
ENSP00000355877	MARC1
ENSP00000355880	MARC2
ENSP00000355884	MARK1
ENSP00000355890	EPRS
ENSP00000355893	SLC30A10
ENSP00000355895	LYPLAL1
ENSP00000355896	TGFB2
ENSP00000355899	RRP15
ENSP00000355900	SPATA17
ENSP00000355902	GPATCH2
ENSP00000355920	SLC22A2
ENSP00000355922	CENPF
ENSP00000355923	PTPN14
ENSP00000355924	SMYD2
ENSP00000355927	RPS6KC1
ENSP00000355929	ANGEL2
ENSP00000355930	SLC22A1
ENSP00000355938	FLVCR1
ENSP00000355941	TATDN3
ENSP00000355944	NSL1
ENSP00000355955	NENF
ENSP00000355958	DTL
ENSP00000355961	INTS7
ENSP00000355963	LPGAT1
ENSP00000355966	NEK2
ENSP00000355968	SLC30A1
ENSP00000355969	RD3
ENSP00000355979	SERTAD4
ENSP00000355988	IRF6
ENSP00000355996	G0S2
ENSP00000356000	PLXNA2
ENSP00000356001	MRPL18
ENSP00000356015	ACAT2
ENSP00000356016	CR1
ENSP00000356024	CR2
ENSP00000356033	TAGAP
ENSP00000356037	C4BPA
ENSP00000356040	C6orf99
ENSP00000356047	PFKFB2
ENSP00000356056	DYNLT1
ENSP00000356057	TMEM181
ENSP00000356058	FAIM3
ENSP00000356063	IL20
ENSP00000356064	TULP4
ENSP00000356070	MAPKAPK2
ENSP00000356071	SERAC1
ENSP00000356076	DYRK3
ENSP00000356086	C1orf147
ENSP00000356087	IKBKE
ENSP00000356094	AVPR1B
ENSP00000356096	FAM72A
ENSP00000356104	PM20D1
ENSP00000356105	SLC41A1
ENSP00000356110	NUCKS1
ENSP00000356113	SLC45A3
ENSP00000356115	MFSD4
ENSP00000356122	LEMD1
ENSP00000356123	KLHDC8A
ENSP00000356125	NUAK2
ENSP00000356130	DSTYK
ENSP00000356133	CLDN20
ENSP00000356134	TFB1M
ENSP00000356135	TMEM81
ENSP00000356143	LRRN2
ENSP00000356146	SCAF8
ENSP00000356150	MDM4
ENSP00000356155	PIK3C2B
ENSP00000356156	PPP1R15B
ENSP00000356162	KISS1
ENSP00000356170	ETNK2
ENSP00000356186	LAX1
ENSP00000356189	IPCEF1
ENSP00000356191	OPTC
ENSP00000356202	MTRF1L
ENSP00000356211	TMEM183A
ENSP00000356213	VIP
ENSP00000356214	MYCT1
ENSP00000356218	CYB5R1
ENSP00000356230	KLHL12
ENSP00000356231	RABIF
ENSP00000356234	KDM5B
ENSP00000356236	SYT2
ENSP00000356239	PPP1R12B
ENSP00000356243	UBE2T
ENSP00000356247	LGR6
ENSP00000356248	PTPN7
ENSP00000356251	GPR37L1
ENSP00000356256	TIMM17A
ENSP00000356257	LMOD1
ENSP00000356263	C6orf211
ENSP00000356272	RMND1
ENSP00000356278	PHLDA3
ENSP00000356290	MTHFD1L
ENSP00000356311	C1orf106
ENSP00000356319	KIF14
ENSP00000356320	ULBP2
ENSP00000356329	RAET1G
ENSP00000356331	NR5A2
ENSP00000356346	PTPRC
ENSP00000356350	PCMT1
ENSP00000356355	NEK7
ENSP00000356357	LHX9
ENSP00000356363	C1orf53
ENSP00000356370	CRB1
ENSP00000356375	ZBTB41
ENSP00000356379	ASPM
ENSP00000356382	F13B
ENSP00000356385	CFHR2
ENSP00000356389	GINM1
ENSP00000356395	CFHR3
ENSP00000356399	CFH
ENSP00000356404	B3GALT2
ENSP00000356405	CDC73
ENSP00000356410	GLRX2
ENSP00000356411	TROVE2
ENSP00000356425	UCHL5
ENSP00000356429	RGS1
ENSP00000356430	RGS18
ENSP00000356432	BRINP3
ENSP00000356433	UST
ENSP00000356436	PLA2G4A
ENSP00000356437	SASH1
ENSP00000356438	PTGS2
ENSP00000356444	SAMD5
ENSP00000356448	TPR
ENSP00000356452	PRG4
ENSP00000356465	RAB32
ENSP00000356468	IVNS1ABP
ENSP00000356470	SWT1
ENSP00000356473	SHPRH
ENSP00000356476	TRMT1L
ENSP00000356480	RNF2
ENSP00000356481	FAM129A
ENSP00000356489	EPM2A
