Ensembl Protein ID	HGNC symbol
ENSP00000262646	RAB2A
ENSP00000262648	KAL1
ENSP00000262653	CBFA2T2
ENSP00000262659	CCM2L
ENSP00000262662	CDKN2C
ENSP00000262709	TOX4
ENSP00000262710	ACIN1
ENSP00000262713	AJUBA
ENSP00000262715	TEP1
ENSP00000262717	CDH20
ENSP00000262726	EFCAB6
ENSP00000262735	PPARA
ENSP00000262738	CELSR1
ENSP00000262741	PIK3R3
ENSP00000262746	PRDX1
ENSP00000262752	RPS6KA6
ENSP00000262753	POF1B
ENSP00000262764	PGS1
ENSP00000262765	QRICH2
ENSP00000262768	TIMP2
ENSP00000262776	LGALS3BP
ENSP00000262794	MOV10L1
ENSP00000262803	UPF1
ENSP00000262809	ELL
ENSP00000262811	MAST3
ENSP00000262812	COPE
ENSP00000262817	TMEM59L
ENSP00000262820	KLHL13
ENSP00000262839	TRPC5
ENSP00000262843	MID2
ENSP00000262844	AMMECR1
ENSP00000262848	PRKX
ENSP00000262850	RRAGB
ENSP00000262854	HUWE1
ENSP00000262858	MAMLD1
ENSP00000262861	SIPA1L2
ENSP00000262865	BPI
ENSP00000262866	SLA2
ENSP00000262873	MYH7B
ENSP00000262878	SAMHD1
ENSP00000262879	RALGAPB
ENSP00000262887	XRCC1
ENSP00000262888	KCNN4
ENSP00000262890	PAFAH1B3
ENSP00000262894	ZNF225
ENSP00000262895	GRIK5
ENSP00000262901	SIM1
ENSP00000262903	HACE1
ENSP00000262904	E2F3
ENSP00000262915	ST3GAL3
ENSP00000262916	KCNQ4
ENSP00000262919	ATRN
ENSP00000262932	CNPY4
ENSP00000262940	RASA4
ENSP00000262942	ARPC1A
ENSP00000262947	C19orf10
ENSP00000262948	MAP2K2
ENSP00000262953	TLE2
ENSP00000262958	GNA15
ENSP00000262960	DPP9
ENSP00000262961	ZFR2
ENSP00000262962	CCDC94
ENSP00000262965	TCF3
ENSP00000262966	MPND
ENSP00000262968	TJP3
ENSP00000262971	PIAS4
ENSP00000262982	CSE1L
ENSP00000262990	ZNF330
ENSP00000262992	INPP4B
ENSP00000262995	GAB1
ENSP00000262999	UCP1
ENSP00000263025	MAPK3
ENSP00000263026	EEF2K
ENSP00000263032	NXF5
ENSP00000263033	SYTL4
ENSP00000263035	DHTKD1
ENSP00000263036	OPTN
ENSP00000263038	PHYH
ENSP00000263043	ICK
ENSP00000263045	CRISP3
ENSP00000263056	MAP3K8
ENSP00000263062	EPC1
ENSP00000263063	MTPAP
ENSP00000263071	SCARF1
ENSP00000263073	SMG6
ENSP00000263080	ASPA
ENSP00000263083	DPH1
ENSP00000263087	ITGAE
ENSP00000263088	PLD2
ENSP00000263092	METTL16
ENSP00000263093	SLC27A5
ENSP00000263094	ABCA7
ENSP00000263095	ZNF264
ENSP00000263097	CNN2
ENSP00000263100	A1BG
ENSP00000263102	CCDC6
ENSP00000263116	RAB36
ENSP00000263119	CABIN1
ENSP00000263121	SMARCB1
ENSP00000263125	PRKCQ
ENSP00000263126	AKR1C4
ENSP00000263150	WDR37
ENSP00000263160	SLC17A6
ENSP00000263168	CAPZA1
ENSP00000263174	PALMD
ENSP00000263177	
ENSP00000263181	KIF18A
ENSP00000263182	BBOX1
ENSP00000263187	MSH4
ENSP00000263196	DGCR2
ENSP00000263201	CDC45
ENSP00000263202	UFD1L
ENSP00000263205	MED15
ENSP00000263207	ARVCF
ENSP00000263208	HIRA
ENSP00000263209	DGCR8
ENSP00000263212	PPM1F
ENSP00000263228	UBE2R2
ENSP00000263233	SYP
ENSP00000263238	ACTR3
ENSP00000263239	DDX18
ENSP00000263245	ARFGAP3
ENSP00000263246	PACSIN2
ENSP00000263253	EP300
ENSP00000263256	DESI1
ENSP00000263257	NOVA2
ENSP00000263265	PLEKHA4
ENSP00000263266	FAM83E
ENSP00000263268	MREG
ENSP00000263269	GRIN2D
ENSP00000263270	AP2S1
ENSP00000263273	NUCB1
ENSP00000263274	LIG1
ENSP00000263277	EHD2
ENSP00000263278	HSD17B14
ENSP00000263281	GIPR
ENSP00000263284	CCDC61
ENSP00000263309	CLNS1A
ENSP00000263314	P2RX3
ENSP00000263317	NOX4
ENSP00000263321	TYR
ENSP00000263326	IL37
ENSP00000263331	POLR1B
ENSP00000263339	IL1A
ENSP00000263341	IL1B
ENSP00000263346	TCF25
ENSP00000263354	NAPA
ENSP00000263360	EED
ENSP00000263368	BLVRB
ENSP00000263369	MIA
ENSP00000263370	ITPKC
ENSP00000263372	KCNK6
ENSP00000263373	SPTBN4
ENSP00000263377	BRD4
ENSP00000263379	IL27RA
ENSP00000263381	WIZ
ENSP00000263382	ASF1B
ENSP00000263383	ILVBL
ENSP00000263384	FAM32A
ENSP00000263388	NOTCH3
ENSP00000263390	MED26
ENSP00000263401	COMMD9
ENSP00000263408	C9
ENSP00000263409	LIFR
ENSP00000263413	C6
ENSP00000263431	PRKCG
ENSP00000263433	PPP1R12C
ENSP00000263437	NLRP2
ENSP00000263461	WDR11
ENSP00000263464	BIRC3
ENSP00000263468	KIAA1377
ENSP00000263512	SLC10A3
ENSP00000263519	ATP2B3
ENSP00000263525	TNR
ENSP00000263549	PARP12
ENSP00000263552	TBXAS1
ENSP00000263556	P4HA1
ENSP00000263559	VPS26A
ENSP00000263563	PALD1
ENSP00000263574	APLP2
ENSP00000263576	DDX25
ENSP00000263577	CDON
ENSP00000263578	FOXRED1
ENSP00000263579	DCPS
ENSP00000263593	SIAE
ENSP00000263598	LCN1
ENSP00000263610	BARHL1
ENSP00000263620	ARID3A
ENSP00000263621	ELANE
ENSP00000263629	MTIF2
ENSP00000263634	GPR75-ASB3
ENSP00000263635	TANC1
ENSP00000263636	LY75
ENSP00000263640	ACVR1
ENSP00000263642	IFIH1
ENSP00000263645	CD81
ENSP00000263650	OSBPL5
ENSP00000263655	CNRIP1
ENSP00000263657	PNO1
ENSP00000263663	TAF1B
ENSP00000263665	CNTN3
ENSP00000263666	PDZRN3
ENSP00000263671	CHRDL2
ENSP00000263672	SPCS2
ENSP00000263674	ARHGEF17
ENSP00000263681	POLD3
ENSP00000263686	SELP
ENSP00000263688	SUCO
ENSP00000263693	NKAIN1
ENSP00000263694	SNRNP40
ENSP00000263697	DNAJC8
ENSP00000263702	MECR
ENSP00000263707	TFCP2L1
ENSP00000263708	PTPN4
ENSP00000263710	CLASP1
ENSP00000263713	EPB41L5
ENSP00000263726	LHX4
ENSP00000263733	FAM20B
ENSP00000263734	EPAS1
ENSP00000263735	EPCAM
ENSP00000263736	SRBD1
ENSP00000263753	SGOL1
ENSP00000263754	KAT2B
ENSP00000263765	PRDM11
ENSP00000263773	FNBP4
ENSP00000263774	NDUFS3
ENSP00000263776	ACCS
ENSP00000263780	CHMP2B
ENSP00000263791	EIF2AK4
ENSP00000263795	WDR76
ENSP00000263798	TYRO3
ENSP00000263800	LTK
ENSP00000263805	ZNF106
ENSP00000263816	LRP2
ENSP00000263817	ABCB11
ENSP00000263826	AKT3
ENSP00000263846	SYT7
ENSP00000263847	OSBP
ENSP00000263849	ZC2HC1A
ENSP00000263851	IL7
ENSP00000263856	CHMP3
ENSP00000263857	POLR1A
ENSP00000263863	GNLY
ENSP00000263864	VAMP8
ENSP00000263867	CAPG
ENSP00000263881	MAP4K3
ENSP00000263895	RND3
ENSP00000263897	USE1
ENSP00000263904	STAM2
ENSP00000263915	GRB14
ENSP00000263918	STRN
ENSP00000263921	CHIC2
ENSP00000263923	KDR
ENSP00000263925	LNX1
ENSP00000263932	TNFRSF8
ENSP00000263934	KIF1B
ENSP00000263946	PKP1
ENSP00000263955	STK17B
ENSP00000263956	GTF3C3
ENSP00000263960	COQ10B
ENSP00000263966	USP13
ENSP00000263967	PIK3CA
ENSP00000263969	MFN1
ENSP00000263974	TAF12
ENSP00000263980	SLC9A1
ENSP00000263985	PET112
ENSP00000263991	EHBP1
ENSP00000263997	SLC7A6OS
ENSP00000264001	CKLF
ENSP00000264005	LCAT
ENSP00000264009	HSF4
ENSP00000264010	CTCF
ENSP00000264012	CDH3
ENSP00000264018	DDX6
ENSP00000264020	IFT46
ENSP00000264025	PVRL1
ENSP00000264027	SC5D
ENSP00000264028	ARCN1
ENSP00000264029	TREH
ENSP00000264031	UPK2
ENSP00000264033	CBL
ENSP00000264036	MCAM
ENSP00000264037	TECTA
ENSP00000264039	GPC1
ENSP00000264042	FARP2
ENSP00000264047	SLC5A7
ENSP00000264051	NGEF
ENSP00000264057	DGKD
ENSP00000264059	EFHD1
ENSP00000264065	DNAJC10
ENSP00000264071	TUBB4A
ENSP00000264072	FCER2
ENSP00000264079	MCOLN1
ENSP00000264080	GPR108
ENSP00000264093	DGUOK
ENSP00000264094	LOXL3
ENSP00000264108	HAT1
ENSP00000264110	ATF2
ENSP00000264122	CBLB
ENSP00000264126	GPSM2
ENSP00000264128	SLC25A24
ENSP00000264144	LAMC2
ENSP00000264151	OSGEPL1
ENSP00000264156	MCM6
ENSP00000264157	CCNT2
ENSP00000264158	RAB3GAP1
ENSP00000264159	ZRANB3
ENSP00000264160	R3HDM1
ENSP00000264161	DARS
ENSP00000264162	LCT
ENSP00000264167	AGPS
ENSP00000264169	ORC4
ENSP00000264170	KYNU
ENSP00000264183	ARID4B
ENSP00000264187	NID1
ENSP00000264192	CYTIP
ENSP00000264193	CPOX
ENSP00000264198	MUL1
ENSP00000264211	EIF4G3
ENSP00000264218	NMU
ENSP00000264220	PPAT
ENSP00000264228	SRD5A3
ENSP00000264229	KIAA1211
ENSP00000264230	NOA1
ENSP00000264231	POPDC2
ENSP00000264233	POLQ
ENSP00000264234	UPK1B
ENSP00000264245	ARHGAP31
ENSP00000264246	CD80
ENSP00000264249	CHST10
ENSP00000264254	PDCL3
ENSP00000264255	TXNDC9
ENSP00000264257	IL1RL2
ENSP00000264260	IL18RAP
ENSP00000264265	LXN
ENSP00000264266	MFSD1
ENSP00000264276	ALS2
ENSP00000264279	NOP58
ENSP00000264312	OCIAD1
ENSP00000264313	SLAIN2
ENSP00000264316	TXK
ENSP00000264318	GABRA4
ENSP00000264335	YWHAE
ENSP00000264344	FAM13A
ENSP00000264345	HERC3
ENSP00000264346	HERC6
ENSP00000264350	HERC5
ENSP00000264360	PCDH10
ENSP00000264363	NDST4
ENSP00000264376	CRYGD
ENSP00000264377	ADAM23
ENSP00000264380	PIKFYVE
ENSP00000264381	BCHE
ENSP00000264382	SI
ENSP00000264387	C2orf83
ENSP00000264389	COPS4
ENSP00000264399	PRKG2
ENSP00000264400	RASGEF1B
ENSP00000264409	AGPAT9
ENSP00000264414	CUL3
ENSP00000264424	GUCY1B3
ENSP00000264426	GRIA2
ENSP00000264428	GLRB
ENSP00000264431	RAPGEF2
ENSP00000264433	FNIP2
ENSP00000264434	C2orf42
ENSP00000264436	ADD2
ENSP00000264444	MXD1
ENSP00000264447	ZNF638
ENSP00000264448	ALMS1
ENSP00000264451	SLC30A9
ENSP00000264452	TMEM33
ENSP00000264454	SEC22C
ENSP00000264463	CDH10
ENSP00000264474	CSTA
ENSP00000264487	AREG
ENSP00000264497	IL21
ENSP00000264498	FGF2
ENSP00000264499	BBS7
ENSP00000264501	KIAA1109
ENSP00000264515	RBBP5
ENSP00000264538	IFT57
ENSP00000264552	UBE2S
ENSP00000264553	GZMM
ENSP00000264554	SHC2
ENSP00000264563	IL11
ENSP00000264568	BMPR1B
ENSP00000264595	AGA
ENSP00000264596	NEIL3
ENSP00000264601	RAB17
ENSP00000264605	MLPH
ENSP00000264606	HDAC4
ENSP00000264607	ASB1
ENSP00000264613	CP
ENSP00000264634	WNT5A
ENSP00000264637	THRA
ENSP00000264638	CNTNAP1
ENSP00000264639	PSMD3
ENSP00000264645	CASC3
ENSP00000264649	ATP6V0A1
ENSP00000264651	KRT24
ENSP00000264657	STAT3
ENSP00000264658	FBXL20
ENSP00000264659	SRCIN1
ENSP00000264661	KCNH4
ENSP00000264663	NNT
ENSP00000264664	FGF10
ENSP00000264668	MTRR
ENSP00000264669	FASTKD3
ENSP00000264670	NSUN2
ENSP00000264674	MECOM
ENSP00000264677	SERPINI2
ENSP00000264689	UFSP2
ENSP00000264690	KLKB1
ENSP00000264691	F11
ENSP00000264694	SNX25
ENSP00000264703	FNDC4
ENSP00000264705	CAD
ENSP00000264708	POMC
ENSP00000264709	DNMT3A
ENSP00000264710	RAB10
ENSP00000264711	DNAJC27
ENSP00000264712	KIF3C
ENSP00000264714	PPM1G
ENSP00000264716	FOSL2
ENSP00000264717	GCKR
ENSP00000264718	GPN1
ENSP00000264720	GTF3C2
ENSP00000264723	CSPG5
ENSP00000264728	TMEM40
ENSP00000264731	TP63
ENSP00000264734	CLDN16
ENSP00000264735	HRASLS
ENSP00000264741	ITGA9
ENSP00000264748	FGFRL1
ENSP00000264758	ADD1
ENSP00000264771	TMEM175
ENSP00000264773	KCNN2
ENSP00000264775	PPAP2A
ENSP00000264784	SLC2A9
ENSP00000264790	MMRN1
ENSP00000264808	PRDM5
ENSP00000264818	TYK2
ENSP00000264819	MIER2
ENSP00000264824	LYL1
ENSP00000264828	COL5A3
ENSP00000264832	ICAM1
ENSP00000264833	OLFM2
ENSP00000264834	KLF1
ENSP00000264839	RIMS1
ENSP00000264848	C3orf52
ENSP00000264852	SIDT1
ENSP00000264864	PI4K2B
ENSP00000264866	TBC1D19
ENSP00000264867	PPARGC1A
ENSP00000264870	F13A1
ENSP00000264883	NUP54
ENSP00000264893	SEPT11
ENSP00000264895	FRAS1
ENSP00000264896	SCARB2
ENSP00000264903	CNOT6L
ENSP00000264908	ANXA3
ENSP00000264914	ARSB
ENSP00000264917	PDE8B
ENSP00000264926	RAD18
ENSP00000264930	SLC12A7
ENSP00000264932	SDHA
ENSP00000264935	CEP72
ENSP00000264938	SLC9A3
ENSP00000264951	XRN1
ENSP00000264952	GRK7
ENSP00000264954	GRPEL1
ENSP00000264956	EVC
ENSP00000264968	MGAT4A
ENSP00000264972	ZAP70
ENSP00000264977	PPP2R3A
ENSP00000264982	CEP70
ENSP00000264990	ACAD11
ENSP00000264992	ASTE1
ENSP00000264993	CDV3
ENSP00000264995	MRPL3
ENSP00000264998	TF
ENSP00000265000	GALNT7
ENSP00000265007	SOX30
ENSP00000265012	GCNT2
ENSP00000265016	BST1
ENSP00000265018	FAM184B
ENSP00000265022	DGKG
ENSP00000265023	KNG1
ENSP00000265026	MAP3K13
ENSP00000265028	DNAJB11
ENSP00000265029	FETUB
ENSP00000265036	DEPDC1B
ENSP00000265038	ERCC8
ENSP00000265044	SSR3
ENSP00000265052	MGLL
ENSP00000265056	MCM2
ENSP00000265062	RAB7A
ENSP00000265068	KIAA1257
ENSP00000265069	ZFR
ENSP00000265070	GOLPH3
ENSP00000265071	CDH6
ENSP00000265073	SUB1
ENSP00000265077	VCAN
ENSP00000265080	RASGRF2
ENSP00000265081	MSH3
ENSP00000265085	CPEB4
ENSP00000265087	STC2
ENSP00000265093	ATP6V0E1
ENSP00000265094	FBXW11
ENSP00000265097	THOC3
ENSP00000265100	RPL26L1
ENSP00000265104	DNAH5
ENSP00000265107	WDR70
ENSP00000265109	RAI14
ENSP00000265112	TARS
ENSP00000265113	SLC1A3
ENSP00000265131	TNC
ENSP00000265132	AMBP
ENSP00000265136	COBL
ENSP00000265138	ARRDC3
ENSP00000265140	ANKRD32
ENSP00000265148	CENPE
ENSP00000265154	ARHGEF38
ENSP00000265162	ENPEP
ENSP00000265164	CASP6
ENSP00000265165	LEF1
ENSP00000265171	EGF
ENSP00000265174	PAPSS1
ENSP00000265175	SEC24B
ENSP00000265191	NME5
ENSP00000265192	PAIP2
ENSP00000265195	SIL1
ENSP00000265224	ANKRD7
ENSP00000265239	IQCG
ENSP00000265245	LSG1
ENSP00000265260	PCNP
ENSP00000265271	RBM27
ENSP00000265272	JAKMIP2
ENSP00000265276	GPAM
ENSP00000265293	WWC1
ENSP00000265294	GABRP
ENSP00000265295	SPDL1
ENSP00000265299	FAM188B
ENSP00000265304	SSBP1
ENSP00000265310	TRPV5
ENSP00000265316	ABCB6
ENSP00000265322	PECR
ENSP00000265333	VDAC1
ENSP00000265334	CDKL3
ENSP00000265335	RAD50
ENSP00000265339	UBE2B
ENSP00000265340	PITX1
ENSP00000265342	FSTL4
ENSP00000265343	AFF4
ENSP00000265348	CUL7
ENSP00000265350	MED20
ENSP00000265351	XPO5
ENSP00000265354	SRF
ENSP00000265361	SEMA3C
ENSP00000265362	SEMA3A
ENSP00000265368	SYNE1
ENSP00000265371	NRP1
ENSP00000265372	CREM
ENSP00000265381	APBA1
ENSP00000265382	PIP5K1B
ENSP00000265388	TNPO3
ENSP00000265394	CPVL
ENSP00000265395	HIBADH
ENSP00000265403	UGT2B10
ENSP00000265404	STAP1
ENSP00000265417	GPR116
ENSP00000265421	POLB
ENSP00000265428	WWP1
ENSP00000265431	CALB1
ENSP00000265433	NBN
ENSP00000265437	ST7
ENSP00000265440	TFEC
ENSP00000265441	WNT2
ENSP00000265447	ANXA11
ENSP00000265459	NRXN2
ENSP00000265462	PRDX5
ENSP00000265465	POLA2
ENSP00000265471	B3GAT3
ENSP00000265495	ELF2
ENSP00000265498	MGST2
ENSP00000265500	NDUFC1
ENSP00000265512	ADH4
ENSP00000265517	MTTP
ENSP00000265523	BLVRA
ENSP00000265529	KIF9
ENSP00000265537	LARS2
ENSP00000265560	USP4
ENSP00000265562	PTPN23
ENSP00000265563	PRKAR2A
ENSP00000265564	EXOSC7
ENSP00000265565	SCAP
ENSP00000265572	OPRK1
ENSP00000265593	CLCN2
ENSP00000265594	MCCC1
ENSP00000265598	LAMP3
ENSP00000265605	ALDH8A1
ENSP00000265627	PON3
ENSP00000265631	SLC25A13
ENSP00000265634	NPTX2
ENSP00000265636	PPP6R3
ENSP00000265641	CPT1A
ENSP00000265643	GAL
ENSP00000265651	FBXO3
ENSP00000265686	TCIRG1
ENSP00000265689	CHKA
ENSP00000265707	ADAM18
ENSP00000265708	ADAM2
ENSP00000265709	ANK1
ENSP00000265713	KAT6A
ENSP00000265715	SLC26A4
ENSP00000265717	PRKAR2B
ENSP00000265720	DUS4L
ENSP00000265723	ABCB4
ENSP00000265724	ABCB1
ENSP00000265727	ADAM22
ENSP00000265728	DBF4
ENSP00000265729	SRI
ENSP00000265732	RBM48
ENSP00000265734	CDK6
ENSP00000265741	CDK14
ENSP00000265742	ANKIB1
ENSP00000265748	ANLN
ENSP00000265753	EIF4H
ENSP00000265755	GTF2IRD1
ENSP00000265758	WBSCR22
ENSP00000265769	ADAM28
ENSP00000265773	SMARCA2
ENSP00000265800	DMTN
ENSP00000265801	LZTS1
ENSP00000265806	R3HCC1
ENSP00000265807	SH2D4A
ENSP00000265810	PDLIM2
ENSP00000265814	RUNX1T1
ENSP00000265825	FSCN3
ENSP00000265827	ZNF800
ENSP00000265836	SLC35F2
ENSP00000265838	ACAT1
ENSP00000265840	ELMOD1
ENSP00000265843	EXPH5
ENSP00000265846	ADAP1
ENSP00000265849	PMS2
ENSP00000265857	GET4
ENSP00000265866	HNRNPH3
ENSP00000265872	CCAR1
ENSP00000265881	REXO2
ENSP00000265896	SQLE
ENSP00000265909	SNX19
ENSP00000265922	BRINP1
ENSP00000265944	MYO3A
ENSP00000265960	MAPKAP1
ENSP00000265963	GTF2H1
ENSP00000265965	SERGEF
ENSP00000265968	CSRP3
ENSP00000265969	KCNC1
ENSP00000265970	PIK3C2A
ENSP00000265978	FAM160A2
ENSP00000265981	RNF141
ENSP00000265983	HPX
ENSP00000265986	IDE
ENSP00000265990	BTAF1
ENSP00000265993	TCTN3
ENSP00000265997	CPEB3
ENSP00000266000	DAXX
ENSP00000266003	MLN
ENSP00000266014	GLT8D1
ENSP00000266022	RBM6
ENSP00000266025	TMEM115
ENSP00000266031	HYAL1
ENSP00000266037	DOCK3
ENSP00000266041	ITIH4
ENSP00000266058	SLIT1
ENSP00000266066	SFRP5
ENSP00000266068	GMEB2
ENSP00000266069	GID8
ENSP00000266070	DIDO1
ENSP00000266077	SLC2A4RG
ENSP00000266079	PRPF6
ENSP00000266085	TIMP3
ENSP00000266086	SLC5A4
ENSP00000266087	FBXO7
ENSP00000266088	SLC5A1
ENSP00000266095	PISD
ENSP00000266126	EIF2B2
ENSP00000266182	TTLL8
ENSP00000266214	SCARF2
ENSP00000266254	TTLL1
ENSP00000266263	MTFP1
ENSP00000266269	PATZ1
ENSP00000266304	TEF
ENSP00000266376	CACNA1C
ENSP00000266383	B4GALNT3
ENSP00000266395	PDE6H
ENSP00000266397	ERP27
ENSP00000266427	ETV6
ENSP00000266458	GABARAPL1
ENSP00000266481	DNM1L
ENSP00000266483	ALG10
ENSP00000266503	ARNTL2
ENSP00000266505	PLCZ1
ENSP00000266509	SLCO1C1
ENSP00000266517	ETNK1
ENSP00000266529	ZCRB1
ENSP00000266534	TMEM117
ENSP00000266542	C1RL
ENSP00000266544	NDUFA9
ENSP00000266546	CLSTN3
ENSP00000266556	TAPBPL
ENSP00000266557	CD27
ENSP00000266560	RBP5
ENSP00000266579	SLC38A4
ENSP00000266581	AMIGO2
ENSP00000266594	ANP32D
ENSP00000266604	LLPH
ENSP00000266643	MARCH9
ENSP00000266646	INHBE
ENSP00000266659	GLIPR1
ENSP00000266671	PHLDA1
ENSP00000266673	TMEM19
ENSP00000266674	LGR5
ENSP00000266682	SLC6A15
ENSP00000266712	TMTC3
ENSP00000266718	LUM
ENSP00000266719	KERA
ENSP00000266732	TMPO
ENSP00000266735	SNRPF
ENSP00000266736	AMDHD1
ENSP00000266743	SYCP3
ENSP00000266744	ASCL1
ENSP00000266754	GAS2L3
ENSP00000266771	SLC15A4
ENSP00000266839	MMAB
ENSP00000266970	CDK2
ENSP00000266971	SUOX
ENSP00000266980	SLC39A5
ENSP00000266987	TARBP2
ENSP00000266991	DHH
ENSP00000267012	BIN2
ENSP00000267015	GPR84
ENSP00000267017	NPFF
ENSP00000267023	NABP2
ENSP00000267064	SMARCC2
ENSP00000267068	N4BP2L2
ENSP00000267079	MAP3K12
ENSP00000267082	ITGB7
ENSP00000267085	CSAD
ENSP00000267101	ERBB3
ENSP00000267102	LMBR1L
ENSP00000267103	C12orf10
ENSP00000267113	ESYT1
ENSP00000267116	ANKRD52
ENSP00000267119	KRT71
ENSP00000267163	RB1
ENSP00000267169	DIABLO
ENSP00000267176	SBNO1
ENSP00000267197	SETD1B
ENSP00000267199	VPS33A
ENSP00000267202	VPS37B
ENSP00000267205	RHOF
ENSP00000267219	SLAIN1
ENSP00000267229	RBM26
ENSP00000267260	SRRM4
ENSP00000267273	METTL21C
ENSP00000267287	MBNL2
ENSP00000267291	RNF113B
ENSP00000267294	ZIC5
ENSP00000267328	RAB20
ENSP00000267339	ANKRD10
ENSP00000267377	SSTR1
ENSP00000267383	CDH24
ENSP00000267396	REM2
ENSP00000267406	CBLN3
ENSP00000267415	TINF2
ENSP00000267422	NOVA1
ENSP00000267425	NOP9
ENSP00000267426	FITM1
ENSP00000267430	FANCM
ENSP00000267436	L2HGDH
ENSP00000267460	PELI2
ENSP00000267484	RTN1
ENSP00000267485	C14orf37
ENSP00000267488	SLC38A6
ENSP00000267499	ADAM21
ENSP00000267502	RDH12
ENSP00000267512	RAB15
ENSP00000267522	WDR89
ENSP00000267540	STON2
ENSP00000267544	EFCAB11
ENSP00000267549	GPR65
ENSP00000267568	PTGR2
ENSP00000267569	JDP2
ENSP00000267584	AK7
ENSP00000267594	FAM181A
ENSP00000267615	ITPK1
ENSP00000267622	TRIP11
ENSP00000267731	GOLGA8B
ENSP00000267750	EMC4
ENSP00000267803	DUOXA1
ENSP00000267807	ZNF280D
ENSP00000267812	MFAP1
ENSP00000267814	SORD
ENSP00000267838	LYSMD2
ENSP00000267842	SLC27A2
ENSP00000267843	FGF7
ENSP00000267845	HDC
ENSP00000267859	BNIP2
ENSP00000267868	RAD51
ENSP00000267884	SRP14
ENSP00000267889	DISP2
ENSP00000267890	TTBK2
ENSP00000267935	COMMD4
ENSP00000267938	UBE2Q2
ENSP00000267950	ETFA
ENSP00000267953	BCL2A1
ENSP00000267970	TSPAN3
ENSP00000267973	WDR61
ENSP00000267978	MAN2C1
ENSP00000267984	MESDC1
ENSP00000267996	TPM1
ENSP00000268035	IGF1R
ENSP00000268042	ARRDC4
ENSP00000268043	PIF1
ENSP00000268053	CYP11A1
ENSP00000268057	BBS4
ENSP00000268058	PML
ENSP00000268070	ADAMTS17
ENSP00000268097	HEXA
ENSP00000268099	SCAMP2
ENSP00000268122	RHCG
ENSP00000268124	POLG
ENSP00000268125	RLBP1
ENSP00000268129	ABHD2
ENSP00000268130	WDR93
ENSP00000268138	TICRR
ENSP00000268150	MFGE8
ENSP00000268154	ZNF710
ENSP00000268164	ST8SIA2
ENSP00000268171	FURIN
ENSP00000268182	IQGAP1
ENSP00000268184	CRTC3
ENSP00000268206	EFTUD1
ENSP00000268220	SEC11A
ENSP00000268231	SEPT12
ENSP00000268251	ABAT
ENSP00000268261	PMM2
ENSP00000268281	PRSS36
ENSP00000268296	ITGAX
ENSP00000268314	ARMC5
ENSP00000268379	UQCRC2
ENSP00000268383	CDR2
ENSP00000268389	IGSF6
ENSP00000268459	NKD1
ENSP00000268482	DHX38
ENSP00000268483	TXNL4B
ENSP00000268489	ZFHX3
ENSP00000268533	NUDT7
ENSP00000268595	CMTM2
ENSP00000268603	CDH11
ENSP00000268605	NOL3
ENSP00000268607	MAP1LC3B
ENSP00000268613	CDH13
ENSP00000268616	ZCCHC14
ENSP00000268624	ADAD2
ENSP00000268638	IRF8
ENSP00000268655	ZNF174
ENSP00000268661	RPL3L
ENSP00000268668	NDUFB10
ENSP00000268674	TIGD7
ENSP00000268676	DEF8
ENSP00000268679	CBFA2T3
ENSP00000268695	GALNS
ENSP00000268699	GAS8
ENSP00000268704	SPG7
ENSP00000268711	MED9
ENSP00000268712	NCOR1
ENSP00000268717	COPS3
ENSP00000268719	GID4
ENSP00000268720	CPNE7
ENSP00000268763	KSR1
ENSP00000268766	NEK8
ENSP00000268793	DPEP3
ENSP00000268797	GFOD2
ENSP00000268802	NOB1
ENSP00000268835	PRPSAP2
ENSP00000268854	DDX52
ENSP00000268864	RASL10B
ENSP00000268876	UNC45B
ENSP00000268896	PCTP
ENSP00000268919	KIF2B
ENSP00000268933	EPN3
ENSP00000268957	TOB1
ENSP00000268981	SPATA22
ENSP00000268989	SGSM2
ENSP00000269025	LRRC46
ENSP00000269033	SSH2
ENSP00000269051	RHBDL3
ENSP00000269053	SPACA3
ENSP00000269080	ABCA8
ENSP00000269081	ABCA10
ENSP00000269095	MPP2
ENSP00000269097	G6PC3
ENSP00000269122	CLTC
ENSP00000269127	C17orf64
ENSP00000269138	SS18
ENSP00000269141	CDH2
ENSP00000269142	TAF4B
ENSP00000269143	AFG3L2
ENSP00000269159	IMPA2
ENSP00000269187	SLC39A6
ENSP00000269195	GALNT1
ENSP00000269197	ASXL3
ENSP00000269202	MEP1B
ENSP00000269214	ESCO1
ENSP00000269216	GATA6
ENSP00000269221	C18orf8
ENSP00000269228	NPC1
ENSP00000269243	MYH10
ENSP00000269260	ARRB2
ENSP00000269280	NLRP1
ENSP00000269298	SAT2
ENSP00000269299	ASGR1
ENSP00000269300	PIK3R5
ENSP00000269305	TP53
ENSP00000269321	ARHGDIA
ENSP00000269346	TTYH2
ENSP00000269347	RAB40B
ENSP00000269349	EIF4A3
ENSP00000269373	FN3KRP
ENSP00000269383	TRIM65
ENSP00000269385	CBX8
ENSP00000269389	SECTM1
ENSP00000269391	RNF157
ENSP00000269394	ZNF750
ENSP00000269397	CBX4
ENSP00000269439	RNF165
ENSP00000269445	DYM
ENSP00000269466	ELAC1
ENSP00000269468	MBD1
ENSP00000269485	TNFRSF11A
ENSP00000269491	SERPINB12
ENSP00000269499	ZCCHC2
